"user_id","rec_anime_id"
"32648","1864, 26183, 1805"
"32650","10263, 14685, 3095"
"32651","10263, 2284, 7303"
"32652","31050, 32034, 9494"
"32655","12585, 11717, 27789"
"32656","1794, 24273, 295"
"32657","30705, 3019, 1493"
"32658","3507, 1880, 978"
"32659","1493, 13245, 3196"
"32660","1880, 4503, 12347"
"32661","2269, 311, 1929"
"32662","9487, 15839, 1640"
"32664","8245, 1853, 14543"
"32666","8097, 832, 13993"
"32667","2688, 3259, 6422"
"32668","1221, 86, 1573"
"32669","3019, 1493, 2525"
"32670","3254, 2284, 14685"
"32671","12725, 1380, 25431"
"32672","10263, 1925, 2920"
"32674","2284, 14647, 27629"
"32675","14685, 5753, 9487"
"32676","13619, 3072, 1652"
"32677","28929, 294, 4416"
"32678","27613, 3072, 31050"
"32679","9629, 10766, 3194"
"32680","12725, 2284, 8358"
"32681","1924, 1481, 1558"
"32682","12221, 599, 23137"
"32683","1558, 1224, 3105"
"32684","2947, 21575, 2106"
"32685","305, 1558, 3105"
"32687","4388, 1558, 2858"
"32688","30243, 13993, 5290"
"32689","305, 5753, 5967"
"32690","3437, 1924, 1481"
"32691","377, 29876, 311"
"32692","1221, 1573, 604"
"32693","1924, 1481, 1759"
"32695","1179, 2851, 1053"
"32696","6293, 1493, 1399"
"32697","2484, 3259, 305"
"32698","1924, 2920, 1481"
"32700","2012, 10330, 8394"
"32701","1558, 3105, 12361"
"32702","3095, 347, 691"
"32703","24171, 31491, 31050"
"32704","3507, 1880, 978"
"32705","2012, 86, 30915"
"32708","5763, 2291, 764"
"32709","17249, 1924, 1481"
"32710","21575, 599, 2688"
"32711","2110, 890, 6465"
"32712","8361, 12347, 14947"
"32713","1481, 3072, 1558"
"32714","1924, 14685, 1153"
"32716","1853, 31491, 23711"
"32717","31050, 1558, 2818"
"32719","86, 1707, 377"
"32720","718, 2322, 9487"
"32721","3437, 1493, 9328"
"32722","1925, 1923, 1759"
"32723","24273, 30531, 19633"
"32724","10263, 1493, 1792"
"32725","978, 9629, 1560"
"32726","4388, 305, 1853"
"32727","2291, 2292, 978"
"32728","305, 5753, 1534"
"32729","1558, 3105, 1481"
"32730","7303, 1153, 3381"
"32734","12725, 2193, 6511"
"32736","31491, 7045, 22695"
"32737","1380, 4503, 347"
"32738","10534, 773, 2050"
"32739","10263, 1924, 1792"
"32740","2947, 3381, 4503"
"32741","1493, 2525, 21575"
"32742","2291, 5763, 305"
"32743","28929, 1179, 2818"
"32744","9328, 7303, 3868"
"32745","1221, 1578, 28669"
"32746","2284, 1186, 7861"
"32747","3507, 1880, 978"
"32748","295, 16608, 10375"
"32749","1493, 3854, 2688"
"32750","86, 4566, 1707"
"32751","5753, 31050, 1558"
"32752","1924, 2920, 1481"
"32753","7303, 1792, 1153"
"32754","1759, 1275, 3396"
"32755","5753, 1558, 1179"
"32757","1558, 3105, 4388"
"32758","377, 1019, 86"
"32759","1493, 3196, 1924"
"32760","4962, 22695, 10766"
"32761","7303, 3381, 2200"
"32762","14543, 6465, 1153"
"32763","3437, 1493, 1924"
"32764","10263, 1924, 1481"
"32765","2947, 9487, 15839"
"32766","7303, 3625, 347"
"32767","3019, 2284, 21575"
"32769","17745, 2688, 29413"
"32771","2269, 1929, 1399"
"32773","28929, 1179, 2818"
"32774","5763, 2234, 890"
"32775","9487, 15839, 31050"
"32776","8097, 8245, 22013"
"32777","1153, 8245, 30531"
"32778","1481, 305, 2920"
"32779","930, 33221, 1794"
"32780","9487, 3129, 15839"
"32781","6465, 2291, 14543"
"32782","5753, 3868, 930"
"32784","1759, 1275, 1224"
"32785","1925, 1923, 4503"
"32786","3381, 12347, 4198"
"32787","31050, 1924, 1399"
"32788","28929, 2818, 2484"
"32789","33221, 32034, 9494"
"32790","12725, 5753, 1380"
"32791","2012, 10076, 25397"
"32795","1380, 347, 3157"
"32796","832, 1925, 1923"
"32797","3826, 1148, 2677"
"32798","1558, 1224, 3105"
"32799","31490, 16442, 377"
"32800","10263, 7303, 311"
"32801","1489, 30464, 6787"
"32803","5753, 21575, 7303"
"32804","2484, 305, 1558"
"32806","7303, 22695, 33221"
"32807","1380, 3507, 7435"
"32808","4388, 311, 1647"
"32809","31050, 295, 6217"
"32810","1380, 26019, 25431"
"32811","5753, 7303, 3868"
"32812","5753, 927, 28929"
"32813","5753, 3868, 33221"
"32815","31050, 1623, 28929"
"32816","7303, 307, 2291"
"32817","3437, 1924, 2920"
"32819","1014, 5753, 1929"
"32820","2668, 10263, 1924"
"32821","3196, 14685, 31491"
"32822","1845, 31113, 30531"
"32823","1924, 3625, 1481"
"32824","5753, 2284, 1792"
"32825","5753, 6217, 8359"
"32826","12671, 31490, 9600"
"32827","5753, 3868, 3854"
"32828","33221, 28929, 10766"
"32829","1558, 3105, 1924"
"32830","5753, 31050, 1623"
"32831","1399, 693, 2291"
"32832","3437, 1493, 3196"
"32833","3776, 2574, 1611"
"32834","17745, 14647, 33221"
"32835","30, 202, 61"
"32836","7303, 1839, 3486"
"32837","3437, 2284, 2322"
"32838","1493, 2525, 21575"
"32839","14685, 31491, 6465"
"32840","2484, 305, 1558"
"32841","9917, 2012, 12711"
"32843","3196, 3854, 13993"
"32844","12725, 31592, 3437"
"32845","10263, 2269, 1906"
"32846","1925, 2920, 1923"
"32849","3437, 1924, 1481"
"32850","1925, 1923, 3095"
"32851","5753, 7303, 3854"
"32852","1925, 1923, 11717"
"32853","3019, 2269, 10534"
"32854","3437, 1924, 27613"
"32855","30705, 4443, 10528"
"32856","2947, 1493, 2525"
"32857","3507, 978, 1380"
"32858","1805, 1920, 1922"
"32859","22695, 1153, 8245"
"32860","1153, 2291, 2668"
"32861","1493, 14647, 22695"
"32863","24273, 1759, 31050"
"32864","1792, 1839, 7664"
"32865","86, 4566, 1707"
"32866","305, 1623, 1558"
"32867","31592, 17249, 5967"
"32868","3625, 33221, 12347"
"32869","1558, 1623, 1534"
"32870","8394, 3437, 16442"
"32871","1924, 3625, 2322"
"32872","305, 14947, 9770"
"32873","22695, 6509, 3727"
"32874","10263, 3437, 1493"
"32876","3072, 6465, 1228"
"32877","3776, 2574, 1221"
"32878","1707, 377, 29876"
"32879","2291, 305, 1925"
"32880","5753, 1558, 1534"
"32881","30705, 13993, 17745"
"32882","14947, 9770, 11521"
"32883","3072, 3239, 1228"
"32884","3625, 3381, 1224"
"32885","10766, 2291, 5684"
"32886","311, 8358, 599"
"32887","5753, 31050, 1558"
"32888","2284, 3196, 5763"
"32889","3437, 5753, 1493"
"32890","1924, 1481, 1558"
"32891","3196, 2527, 1558"
"32892","1481, 4503, 3003"
"32893","24273, 1759, 19633"
"32894","832, 1399, 5763"
"32895","23249, 86, 28669"
"32896","6511, 1534, 3003"
"32897","1493, 2284, 22695"
"32898","2390, 20871, 604"
"32899","1759, 32122, 31050"
"32900","2291, 1880, 288"
"32902","5753, 1558, 1179"
"32904","1558, 3105, 6251"
"32906","33221, 28929, 10766"
"32907","1925, 1923, 3095"
"32909","3625, 10766, 6251"
"32911","2527, 4388, 2780"
"32912","1558, 3105, 305"
"32913","5753, 1925, 1923"
"32915","9487, 15839, 19857"
"32918","1558, 3105, 2920"
"32919","11717, 1853, 31491"
"32920","13619, 1558, 3776"
"32921","305, 2484, 2200"
"32922","6465, 1845, 14543"
"32924","1924, 9487, 1481"
"32925","8097, 1493, 22695"
"32926","6509, 3727, 23711"
"32927","10263, 1924, 1792"
"32928","5753, 31491, 31050"
"32929","13245, 22013, 3258"
"32930","305, 3704, 978"
"32931","10263, 3437, 17249"
"32933","21591, 24789, 6293"
"32934","23249, 86, 8394"
"32935","10263, 3437, 17249"
"32936","31050, 24273, 19633"
"32939","17745, 14647, 27629"
"32940","12725, 2947, 17249"
"32942","305, 2291, 1558"
"32943","28713, 23249, 30714"
"32944","3625, 34085, 1880"
"32945","5753, 33221, 24273"
"32946","1558, 3105, 2291"
"32947","86, 4566, 1707"
"32948","3437, 2284, 14685"
"32949","2390, 14685, 26019"
"32950","1853, 33221, 8245"
"32952","10263, 1925, 1923"
"32953","31592, 5753, 5967"
"32954","2284, 3003, 3254"
"32955","13245, 2709, 3196"
"32956","2920, 1924, 1481"
"32957","1399, 1880, 7861"
"32958","1924, 1481, 1558"
"32960","10263, 31592, 5967"
"32962","1399, 4416, 693"
"32964","8097, 14647, 27629"
"32965","3129, 1853, 3704"
"32966","10263, 1924, 930"
"32967","1558, 3105, 1925"
"32968","3868, 930, 295"
"32969","1924, 22695, 930"
"32970","1493, 2525, 21575"
"32972","22695, 1179, 11547"
"32973","9487, 15839, 2527"
"32975","1924, 22695, 1481"
"32978","10263, 2284, 22695"
"32980","6465, 31113, 31491"
"32981","1906, 25431, 9629"
"32982","5753, 7303, 3868"
"32984","10263, 1924, 33221"
"32985","31050, 2818, 11717"
"32986","3129, 2527, 2780"
"32987","9487, 15839, 3511"
"32988","3704, 28713, 25313"
"32989","3625, 1925, 1923"
"32990","10534, 28495, 10375"
"32991","23299, 12585, 22013"
"32993","8097, 832, 3196"
"32995","311, 17745, 5763"
"32996","12725, 31490, 16442"
"32997","2920, 1481, 3072"
"32998","2484, 1623, 86"
"32999","9629, 347, 1924"
"33000","1558, 1481, 1759"
"33001","25431, 24171, 1014"
"33002","1623, 5753, 295"
"33003","12725, 17249, 8245"
"33005","86, 1707, 377"
"33006","17249, 2747, 930"
"33007","1792, 2322, 33074"
"33008","1353, 2341, 7770"
"33009","10263, 1925, 1923"
"33010","305, 1707, 29876"
"33011","8097, 10534, 33221"
"33012","2284, 7303, 1924"
"33013","10691, 2863, 20391"
"33014","305, 3095, 3704"
"33015","10263, 17249, 21575"
"33016","2947, 1493, 2525"
"33018","7303, 930, 2858"
"33019","31050, 10263, 311"
"33020","12725, 2947, 17249"
"33021","3129, 971, 3044"
"33022","2284, 2269, 3868"
"33023","5753, 7303, 3854"
"33024","1611, 1014, 2269"
"33025","1493, 21575, 13245"
"33026","1148, 1145, 2200"
"33028","2284, 2709, 2747"
"33029","5753, 7303, 33221"
"33031","2284, 2269, 3196"
"33032","305, 31117, 7303"
"33033","1611, 3776, 6266"
"33034","8097, 33221, 33004"
"33036","10263, 2284, 1792"
"33037","4388, 3776, 2574"
"33038","1924, 1481, 3072"
"33039","1925, 1923, 2044"
"33041","3437, 8097, 1493"
"33044","1924, 1481, 1558"
"33045","30705, 13993, 6986"
"33046","31491, 29413, 30128"
"33048","10090, 30915, 32051"
"33049","4416, 6465, 347"
"33050","33221, 28929, 1179"
"33051","1924, 2920, 1481"
"33052","1792, 3826, 1421"
"33053","19291, 1435, 7861"
"33054","25313, 1949, 1623"
"33055","305, 23037, 1645"
"33056","3196, 3854, 2747"
"33058","33221, 3625, 31050"
"33059","5753, 1558, 3105"
"33060","1707, 377, 29876"
"33061","86, 978, 1186"
"33062","2947, 832, 2284"
"33063","2947, 832, 2525"
"33064","14647, 22695, 27629"
"33065","10263, 3437, 1924"
"33066","19137, 19187, 23711"
"33067","311, 28495, 8369"
"33068","5763, 1560, 1880"
"33069","1493, 13993, 5290"
"33070","2527, 4388, 2780"
"33071","9487, 2920, 1481"
"33072","22695, 1399, 2920"
"33073","10263, 3511, 31050"
"33076","1493, 6293, 8097"
"33077","2284, 6465, 14543"
"33078","24273, 19633, 14379"
"33079","1957, 17249, 28495"
"33080","13245, 2709, 2648"
"33082","1153, 3381, 6465"
"33083","2920, 1558, 3105"
"33084","3437, 9328, 7303"
"33085","30458, 80, 58"
"33086","9487, 15839, 19857"
"33087","3437, 8097, 1493"
"33088","1792, 2322, 9487"
"33089","14685, 6465, 7664"
"33090","5753, 31491, 31050"
"33091","10263, 22013, 31050"
"33093","1399, 599, 31050"
"33094","20945, 5725, 693"
"33095","1179, 2818, 11547"
"33096","1924, 1481, 1558"
"33097","1558, 3254, 1924"
"33098","10263, 2284, 1792"
"33099","86, 31490, 16442"
"33100","832, 5763, 1421"
"33101","2390, 2470, 1460"
"33102","9629, 347, 10263"
"33103","5753, 1925, 1923"
"33104","1925, 1923, 1558"
"33105","3507, 5763, 978"
"33106","2106, 3625, 17843"
"33107","1148, 4513, 1880"
"33108","28929, 1179, 2818"
"33109","13993, 10375, 4147"
"33110","3019, 1925, 1923"
"33111","1558, 1853, 2677"
"33112","1228, 2200, 305"
"33113","32122, 13837, 21867"
"33114","1560, 3507, 2291"
"33115","31763, 3868, 930"
"33116","10263, 1925, 1923"
"33118","4503, 4416, 693"
"33119","28713, 32122, 305"
"33120","3129, 1853, 307"
"33121","2947, 2106, 7308"
"33122","1380, 31763, 971"
"33124","10263, 1792, 1925"
"33125","5753, 31491, 31050"
"33126","5753, 7303, 14685"
"33128","22695, 31491, 4147"
"33129","2284, 2709, 2747"
"33130","3507, 1880, 978"
"33131","2818, 6251, 11547"
"33132","5753, 311, 2450"
"33133","3196, 3854, 13993"
"33134","22695, 24273, 30531"
"33135","31050, 1558, 3105"
"33136","28929, 1179, 2818"
"33137","307, 2291, 305"
"33138","3239, 1228, 14685"
"33139","7303, 1153, 3381"
"33140","1924, 2920, 1481"
"33141","1558, 7664, 1179"
"33143","14947, 9770, 11521"
"33144","31050, 3776, 2574"
"33146","5753, 1558, 3105"
"33147","1558, 3105, 2200"
"33148","3437, 17249, 21575"
"33149","10263, 1924, 1792"
"33150","1481, 1558, 4388"
"33151","2291, 305, 3507"
"33152","10359, 5753, 295"
"33153","5753, 2269, 26019"
"33154","10263, 3437, 1493"
"33155","86, 1707, 377"
"33156","3196, 1925, 2920"
"33157","5753, 1179, 1228"
"33158","3437, 1493, 1924"
"33159","3507, 971, 5712"
"33160","10263, 3437, 1924"
"33161","4566, 718, 1228"
"33162","271, 377, 32051"
"33163","1558, 1623, 305"
"33164","3196, 3854, 2747"
"33165","3507, 978, 7861"
"33166","10263, 3437, 1792"
"33167","17249, 28495, 599"
"33169","10263, 1924, 930"
"33170","8245, 16608, 6465"
"33172","1221, 3626, 999"
"33175","504, 13117, 13119"
"33176","23249, 86, 8394"
"33177","10263, 1924, 1792"
"33178","1153, 1224, 2036"
"33179","21575, 33221, 599"
"33180","5967, 5968, 1380"
"33182","6728, 10263, 1399"
"33184","1853, 10263, 31050"
"33185","12671, 1578, 28669"
"33186","1228, 1623, 1534"
"33188","10263, 1924, 1925"
"33189","1221, 1578, 1864"
"33191","23299, 12585, 7045"
"33192","930, 32122, 21867"
"33193","6509, 23115, 3826"
"33194","2527, 4503, 2780"
"33195","9328, 13245, 13619"
"33197","2947, 7308, 13993"
"33198","28929, 31050, 1865"
"33199","5267, 2506, 1853"
"33200","3625, 4416, 1880"
"33204","86, 1707, 377"
"33205","1224, 4147, 8097"
"33206","4503, 29413, 30128"
"33207","8245, 6465, 1853"
"33208","2390, 5753, 32051"
"33209","8097, 1493, 13993"
"33210","10263, 1493, 22695"
"33212","29976, 5753, 1558"
"33213","1573, 26183, 311"
"33214","28713, 23249, 30714"
"33215","14647, 27629, 2920"
"33216","31050, 1421, 5753"
"33217","10457, 21597, 32034"
"33219","14685, 27613, 29413"
"33220","8245, 6465, 1853"
"33221","1153, 3129, 2863"
"33222","3776, 2574, 1493"
"33223","1865, 5830, 3605"
"33224","832, 1399, 5763"
"33225","8245, 6465, 1845"
"33226","3437, 1558, 3259"
"33227","3437, 10457, 1493"
"33228","6511, 1743, 10263"
"33229","9487, 2253, 5763"
"33231","22695, 1924, 1481"
"33233","8097, 2525, 3196"
"33234","1900, 3254, 12347"
"33235","1481, 305, 5753"
"33236","3437, 8097, 1493"
"33237","2044, 10263, 890"
"33238","1153, 6465, 12347"
"33239","1853, 4388, 2291"
"33240","8245, 22013, 23115"
"33242","1792, 9487, 15839"
"33243","1558, 3105, 2284"
"33244","8245, 22013, 23115"
"33245","5967, 5968, 23293"
"33246","1924, 1481, 1558"
"33247","6465, 3196, 31491"
"33248","1493, 2525, 21575"
"33249","890, 1382, 1558"
"33250","1658, 744, 5742"
"33251","2871, 8394, 5967"
"33253","8097, 7723, 7045"
"33254","3437, 1924, 2920"
"33255","5753, 3868, 3854"
"33256","708, 8097, 832"
"33257","4416, 2291, 28713"
"33258","3019, 7303, 2269"
"33259","10263, 1924, 1925"
"33261","3129, 2527, 4388"
"33263","2390, 28669, 13931"
"33264","11547, 4264, 8361"
"33265","2688, 31491, 29413"
"33266","2193, 28789, 20743"
"33268","5753, 1228, 1623"
"33269","10810, 30364, 1481"
"33270","2284, 2709, 14685"
"33271","3854, 13993, 2747"
"33272","1493, 14647, 22695"
"33273","3437, 2284, 21575"
"33274","28713, 7334, 10330"
"33275","1558, 3105, 4388"
"33276","1924, 1481, 1558"
"33278","8245, 22013, 23115"
"33279","1864, 1805, 2570"
"33280","6465, 1153, 1759"
"33281","20871, 9979, 11867"
"33282","31490, 4060, 15045"
"33284","3507, 978, 7861"
"33286","30531, 10090, 23775"
"33287","6465, 1845, 11717"
"33288","33221, 24171, 28869"
"33289","3493, 10827, 20391"
"33290","10263, 1380, 1906"
"33293","5753, 31491, 31050"
"33294","26183, 311, 1805"
"33295","20871, 10810, 16419"
"33296","2390, 14685, 26019"
"33297","4388, 30845, 5753"
"33298","3254, 2284, 14685"
"33299","2390, 21899, 13931"
"33300","31050, 31491, 33221"
"33301","3437, 1493, 1924"
"33304","1924, 9487, 1481"
"33306","832, 1399, 4503"
"33308","3196, 1558, 1179"
"33309","10263, 1481, 1558"
"33310","14647, 27629, 24273"
"33311","1399, 5763, 1560"
"33312","2193, 2920, 1558"
"33313","1153, 1839, 2863"
"33314","7723, 23299, 11717"
"33315","693, 1900, 2291"
"33316","33221, 21393, 31050"
"33317","1957, 16419, 20391"
"33318","25397, 21235, 12503"
"33319","13245, 31280, 5290"
"33320","14647, 22695, 27629"
"33321","3196, 5267, 17745"
"33322","28495, 31050, 32034"
"33323","2012, 86, 30915"
"33324","1558, 1014, 3105"
"33325","21575, 14647, 27629"
"33327","3239, 7435, 7436"
"33328","31050, 32574, 28869"
"33329","978, 1380, 7861"
"33331","12725, 2947, 2269"
"33332","1924, 2920, 1481"
"33333","1924, 1481, 1759"
"33334","10263, 4566, 3868"
"33335","7303, 22695, 1153"
"33336","1853, 10263, 1481"
"33337","1900, 5753, 1623"
"33338","1845, 1853, 12725"
"33340","10263, 1493, 2284"
"33341","10263, 31592, 17249"
"33342","752, 3019, 10457"
"33343","6509, 1759, 6286"
"33344","1906, 14685, 25431"
"33345","1558, 3105, 930"
"33346","6293, 7045, 1493"
"33347","31050, 1759, 1924"
"33348","2284, 3854, 22695"
"33349","6251, 11547, 3605"
"33350","3437, 8097, 9328"
"33351","13145, 890, 9629"
"33353","23115, 1853, 1845"
"33356","2390, 14685, 26019"
"33357","1493, 22695, 24273"
"33358","693, 3507, 5763"
"33359","2947, 22695, 3381"
"33360","3437, 3196, 1924"
"33362","1925, 1923, 4503"
"33364","17249, 2284, 31763"
"33365","2947, 7303, 1924"
"33366","1924, 2920, 1481"
"33367","1567, 7303, 3227"
"33369","6465, 1845, 12027"
"33370","764, 3059, 20517"
"33371","15611, 23725, 31380"
"33372","1179, 2484, 11547"
"33373","18755, 25875, 30705"
"33374","3437, 1493, 9328"
"33375","1924, 1481, 3072"
"33377","8245, 31491, 1853"
"33378","14647, 27629, 2682"
"33379","22695, 31491, 7045"
"33380","1493, 14647, 22695"
"33381","14685, 6465, 31491"
"33382","28713, 23249, 7334"
"33383","5753, 7303, 3868"
"33384","28929, 30531, 16608"
"33385","8097, 2284, 13245"
"33386","2390, 1221, 1573"
"33387","28869, 4264, 22733"
"33388","25875, 18755"
"33389","5753, 2284, 311"
"33391","2947, 2106, 7308"
"33392","9629, 347, 3776"
"33395","3019, 2747, 2322"
"33396","1924, 2920, 1481"
"33397","1380, 25431, 347"
"33398","5386, 12221, 5267"
"33399","10263, 978, 1906"
"33400","30531, 24171, 6465"
"33401","3437, 8097, 1493"
"33402","3437, 1493, 3196"
"33403","10263, 3437, 3196"
"33404","3625, 295, 1558"
"33405","24273, 4503, 19633"
"33407","1759, 2682, 7723"
"33408","1924, 2920, 1481"
"33409","30243, 2947, 10534"
"33410","10810, 3437, 5753"
"33411","5753, 7303, 3854"
"33412","31050, 1623, 5753"
"33413","7303, 1924, 1792"
"33414","8245, 1275, 1224"
"33415","27613, 31050, 1275"
"33416","7045, 7723, 2284"
"33417","3625, 3381, 20929"
"33418","1558, 3105, 4388"
"33419","1707, 377, 29876"
"33420","2818, 1845, 12361"
"33422","1839, 6293, 31117"
"33423","1816, 1744, 12503"
"33425","1558, 4388, 30845"
"33426","3507, 1880, 978"
"33427","3437, 1493, 7303"
"33428","31050, 24273, 19633"
"33429","2012, 86, 30915"
"33430","31491, 1759, 31050"
"33431","2036, 1891, 1803"
"33434","6465, 1853, 1845"
"33435","1864, 2947, 2269"
"33436","5753, 999, 1534"
"33437","28929, 16608, 1275"
"33438","4416, 1839, 1145"
"33440","1558, 3105, 4388"
"33441","4513, 1611, 3254"
"33443","23299, 5753, 7303"
"33444","3437, 5753, 7303"
"33445","23299, 31491, 4147"
"33447","7303, 1924, 1481"
"33448","5753, 1558, 4503"
"33449","30915, 5753, 89"
"33450","10263, 1792, 1925"
"33451","12725, 1221, 4566"
"33452","1925, 1923, 1853"
"33453","3437, 9328, 21575"
"33454","1481, 2527, 1759"
"33456","1558, 3105, 4388"
"33457","2747, 3625, 13619"
"33458","2920, 3072, 1558"
"33459","31763, 1845, 1792"
"33460","482, 32935, 288"
"33461","5763, 2291, 2292"
"33462","305, 5753, 31050"
"33463","12361, 971, 33074"
"33465","1493, 3196, 1792"
"33466","1924, 1481, 1558"
"33467","31050, 6465, 1179"
"33469","7303, 2747, 1153"
"33470","1924, 2920, 1481"
"33472","3625, 13619, 599"
"33473","2818, 2484, 11547"
"33474","1853, 23153, 2858"
"33475","1573, 978, 582"
"33476","10263, 7303, 1925"
"33477","30531, 3437, 1493"
"33479","1611, 3239, 4388"
"33480","31050, 1558, 30845"
"33482","3019, 1493, 2284"
"33483","8245, 1853, 11717"
"33484","33221, 3625, 34085"
"33485","1558, 3105, 4388"
"33486","31763, 25431, 24171"
"33489","3196, 1924, 2920"
"33490","3196, 14685, 31491"
"33491","1924, 1481, 1759"
"33493","1179, 2818, 2484"
"33494","9875, 1957, 314"
"33495","6465, 8245, 22013"
"33496","8245, 6465, 1845"
"33497","10263, 1925, 1923"
"33498","3437, 1493, 3196"
"33499","22695, 1153, 8245"
"33500","3196, 1558, 1179"
"33501","10263, 2284, 1153"
"33502","2193, 377, 6714"
"33503","3437, 8097, 9328"
"33506","3437, 1558, 2851"
"33507","3196, 2648, 14647"
"33508","3437, 8097, 14685"
"33509","1924, 2920, 1481"
"33510","1481, 1759, 4388"
"33513","1792, 13619, 2470"
"33514","1558, 3105, 2291"
"33515","10263, 1924, 1481"
"33516","10263, 1792, 1925"
"33517","22695, 2920, 3072"
"33518","1275, 3396, 20757"
"33519","1925, 1923, 2858"
"33520","2390, 1924, 27613"
"33521","7303, 14685, 13619"
"33523","1924, 1481, 1759"
"33524","3196, 17745, 30531"
"33525","27613, 31050, 1558"
"33526","1845, 2390, 5753"
"33527","10263, 1925, 2920"
"33528","1744, 5753, 712"
"33529","5753, 307, 6511"
"33531","2668, 2284, 14685"
"33532","10263, 1839, 4084"
"33533","1759, 1275, 3396"
"33534","10263, 30705, 31592"
"33535","13993, 8245, 7045"
"33536","28929, 1623, 1865"
"33537","5753, 7303, 3868"
"33538","1493, 22695, 27613"
"33539","23299, 12585, 31491"
"33540","4503, 6465, 11717"
"33541","5753, 1558, 1228"
"33542","1399, 5763, 4503"
"33543","86, 1573, 4566"
"33544","3776, 2574, 10263"
"33545","3437, 1493, 3196"
"33546","3196, 3854, 13993"
"33547","10263, 1924, 1925"
"33550","8245, 6465, 1853"
"33551","10263, 1924, 1925"
"33552","21575, 22695, 33221"
"33553","3437, 8097, 1493"
"33554","3437, 1493, 1924"
"33555","30243, 13993, 5290"
"33556","1759, 31050, 2390"
"33557","1399, 1153, 294"
"33558","5753, 2284, 7303"
"33559","7303, 1924, 22695"
"33560","7303, 2291, 2292"
"33561","1839, 1880, 3129"
"33562","1558, 3105, 4388"
"33563","10263, 26183, 33221"
"33564","8097, 16419, 23115"
"33565","86, 4566, 1707"
"33566","3437, 3196, 31491"
"33567","31050, 1623, 12671"
"33568","3019, 2747, 1906"
"33570","5753, 295, 1228"
"33571","33221, 28929, 10766"
"33572","2390, 20871, 604"
"33573","1924, 2920, 1481"
"33576","3437, 8097, 1493"
"33577","693, 2291, 4416"
"33578","8245, 27613, 31050"
"33579","1558, 3704, 12361"
"33581","3854, 10534, 33221"
"33583","23299, 31050, 1399"
"33584","1924, 2920, 1481"
"33585","8245, 22013, 23115"
"33586","10263, 1924, 1792"
"33587","1558, 1623, 3105"
"33588","33221, 24171, 28869"
"33592","22695, 33221, 28929"
"33593","3437, 1925, 1923"
"33594","9487, 12585, 31491"
"33595","7303, 1929, 1925"
"33596","1924, 1481, 1558"
"33597","1924, 27613, 1481"
"33598","8097, 832, 13993"
"33599","311, 8358, 1399"
"33600","31050, 2688, 1924"
"33601","10263, 3437, 17249"
"33602","2269, 14647, 1792"
"33603","33221, 32034, 9494"
"33604","23301, 19291, 604"
"33605","5753, 7303, 14685"
"33606","1924, 27613, 1481"
"33607","1925, 2920, 1923"
"33608","1014, 2390, 28669"
"33609","5967, 5968, 2284"
"33610","9487, 6509, 3072"
"33611","8245, 28929, 24171"
"33612","7303, 2747, 1153"
"33613","3854, 14685, 3511"
"33614","10263, 1925, 1923"
"33616","1493, 2525, 21575"
"33617","2920, 3129, 3072"
"33619","1924, 2920, 1481"
"33620","1925, 1923, 1179"
"33621","1924, 1481, 10766"
"33622","5753, 7303, 3868"
"33623","30825, 31592, 17249"
"33624","8245, 6465, 11717"
"33625","1558, 3105, 4388"
"33626","31050, 1421, 2818"
"33627","3437, 8097, 1493"
"33630","1481, 1558, 3105"
"33631","1853, 2322, 1792"
"33632","3437, 17249, 8097"
"33633","17249, 3019, 17745"
"33634","1558, 3105, 1924"
"33635","3437, 8097, 1493"
"33636","3437, 2920, 1481"
"33637","1839, 1270, 2527"
"33638","27613, 31050, 1845"
"33639","1558, 3105, 4388"
"33641","5753, 31050, 1623"
"33642","3437, 1924, 1481"
"33645","1481, 2291, 305"
"33646","5967, 5968, 15611"
"33647","8097, 14647, 27629"
"33648","1805, 1019, 7435"
"33649","3776, 2574, 9487"
"33650","86, 4566, 377"
"33652","2390, 16442, 1386"
"33653","4513, 1611, 3254"
"33654","5753, 305, 1558"
"33655","31592, 1924, 1906"
"33657","22695, 31491, 23711"
"33658","3437, 1493, 3196"
"33659","2688, 1224, 10528"
"33660","31592, 311, 1153"
"33661","1924, 2322, 9487"
"33662","5753, 1906, 927"
"33663","1558, 1179, 3105"
"33664","30705, 17249, 752"
"33665","12671, 1380, 971"
"33666","3437, 1924, 2920"
"33667","295, 17249, 4503"
"33668","5753, 1558, 1224"
"33669","1014, 2390, 31128"
"33673","9487, 3129, 31491"
"33675","31490, 2450, 10810"
"33676","3776, 2574, 4388"
"33677","1153, 6286, 31050"
"33679","24273, 19633, 1014"
"33680","12783, 21653, 25397"
"33681","3019, 1924, 1792"
"33682","10263, 1924, 1792"
"33683","1792, 2322, 9487"
"33684","1493, 2284, 22695"
"33685","28929, 2688, 10827"
"33686","693, 5763, 4416"
"33687","4264, 17249, 23423"
"33689","3196, 1558, 3105"
"33690","3437, 3196, 1924"
"33691","3196, 14685, 31491"
"33692","30825, 17249, 3019"
"33693","6465, 1845, 31113"
"33695","9875, 1957, 314"
"33696","3437, 8097, 1493"
"33697","1759, 11547, 6465"
"33698","7303, 33221, 1153"
"33699","2284, 1924, 22695"
"33700","27613, 31491, 1759"
"33701","2390, 1221, 1573"
"33702","28713, 7334, 10330"
"33703","4443, 10528, 14317"
